,label,animal_type,image_file
8834,pigeons ,Bird,1635666611153_Pigeons for sale.jpg
8835,love birds ,Bird,1635666611547_Love birds for sale.jpg
8836,pigeons ,Bird,1635666611894_Pigeons for sale.jpg
8837,marble fish ,Fish,1635666612060_Marble Fish for sale.jpg
8839,love birds ,Bird,1635666612670_Love Birds for sale.jpg
8840,labrador puppy ,Dog,1635666612814_Labrador Puppy for sale.jpg
8841,pigeons ,Bird,1635666613232_Pigeons for sale.jpg
8842,pigeons ,Bird,1635666613421_Pigeons for sale.jpg
8843,rottweiler puppies ,Dog,1635666613750_Rottweiler Puppies for sale.jpg
8844,german shepherd puppies ,Dog,1635666613926_German Shepherd Puppies for sale.jpg
8845,labrador puppies ,Dog,1635666614097_Labrador Puppies for sale.jpg
8846,doberman dog ,Dog,1635666614407_Doberman Dog for sale.jpg
8847,discus fish ,Fish,1635666614623_Discus Fish for sale.jpg
8848,egypson pigeon ,Bird,1635666614791_Egypson Pigeon for sale.jpg
8849,rottweiler female puppy ,Dog,1635666614958_ROTTWEILER FEMALE PUPPY for sale.jpg
8850,rottweiler puppies ,Dog,1635666615110_Rottweiler Puppies for sale.jpg
8851,pigeons ,Bird,1635666615261_Pigeons for sale.jpg
8852,german shaped puppy ,Dog,1635666615416_German Shaped Puppy for sale.jpg
8853,labrador dog ,Dog,1635666632796_Labrador Dog for sale.jpg
8854,doberman dogs ,Dog,1635666632969_Doberman Dogs for sale.jpg
8855,dog lion pomeranian puppies ,Dog,1635666633158_Dog Lion Pomeranian Puppies for sale.jpg
8856,lion pomeranian puppy ,Dog,1635666633361_Lion Pomeranian Puppy for sale.jpg
8857,lion mini pomeranian puppies ,Dog,1635666633546_Lion Mini Pomeranian Puppies for sale.jpg
8858,rottweiler puppies ,Dog,1635666633721_Rottweiler Puppies for sale.jpg
8859,oscar fish ,Fish,1635666634104_Oscar Fish for sale.jpg
8860,oscar lemon red eye fish ,Fish,1635666634328_Oscar lemon red eye fish for sale.jpg
8861,german shepherd long coat puppies ,Dog,1635666634547_German Shepherd Long Coat Puppies for sale.jpg
8862,labrador retriever ,Dog,1635666634715_Labrador Retriever for sale.jpg
8863,shit tzu puppies ,Dog,1635666635006_Shit Tzu Puppies for sale.jpg
8864,german shepherd long coat ,Dog,1635666635585_German Shepherd Long Coat for sale.jpg
8865,short tail kohaku fish ,Fish,1635666635761_Short Tail Kohaku Fish for sale.jpg
8866,lion pomeranian puppies ,Dog,1635666636232_Lion Pomeranian Puppies for sale.jpg
8867,pitbull puppy ,Dog,1635666636392_Pitbull Puppy for sale.jpg
8868,shamo chicks ,Bird,1635666636582_Shamo Chicks for sale.jpg
8869,rabbits ,Rabbit,1635666636740_Rabbits for sale.jpg
8870,pigeons ,Bird,1635666637072_Pigeons for sale.jpg
8871,german shepherd puppies (long coat) ,Dog,1635666637371_German Shepherd Puppies long coat for sale.jpg
8872,rottweiler puppies ,Dog,1635666637566_Rottweiler Puppies for sale.jpg
8874,dachshund female dog ,Dog,1635666637902_Dachshund Female Dog for sale.jpg
8875,original golden retriever puppies ,Dog,1635666680736_Original Golden Retriever Puppies for sale.jpg
8876,timing pigeon ,Bird,1635666680924_Timing Pigeon for sale.jpg
8877,german shepherd dog ,Dog,1635666681096_German Shepherd Dog for sale.jpg
8878,pigeons ,Bird,1635666681290_Pigeons for sale.jpg
8879,doberman ,Dog,1635666681628_Doberman for sale.jpg
8880,german shepherd puppies ,Dog,1635666681826_German Shepherd Puppies for sale.jpg
8882,grey purl coktail chik ,Bird,1635666682346_Grey Purl Coktail Chik for sale.jpg
8883,silver arowana fish ,Fish,1635666682615_Silver Arowana Fish for sale.jpg
8884,albino oscar ,Fish,1635666682810_Albino Oscar for sale.jpg
8885,jam gourami inch18 ,Fish,1635666682990_Jam Gourami Inch18 for sale.jpg
8886,pigeons ,Bird,1635666683162_Pigeons for sale.jpg
8887,jam gourami inch18 ,Fish,1635666683336_Jam Gourami Inch18 for sale.jpg
8888,rabbits ,Rabbit,1635666683500_Rabbits for sale.jpg
8889,timing pigeons ,Bird,1635666683662_Timing Pigeons for sale.jpg
8890,great dane puppies ,Dog,1635666683851_Great Dane Puppies for sale.jpg
8891,pigeons ,Bird,1635666684068_Pigeons for sale.jpg
8892,labrador retriever puppies ,Dog,1635666684392_Labrador Retriever Puppies for sale.jpg
8893,lion german shepherd male dog ,Dog,1635666684610_Lion German Shepherd Male Dog for sale.jpg
8894,love bat ,Bird,1635666684800_love bat for sale.jpg
8895,black pakistan pigeons ,Bird,1635666685015_Black Pakistan Pigeons for sale.jpg
8896,discus fish ,Fish,1635666685221_Discus Fish for sale.jpg
8897,lion pomeranian puppies ,Dog,1635666685425_Lion Pomeranian Puppies for sale.jpg
8898,roosters ,Bird,1635666685613_Roosters for sale.jpg
8899,rottweiler puppies ,Dog,1635666704524_Rottweiler Puppies for sale.jpg
8900,rottweiler puppies ,Dog,1635666704715_Rottweiler Puppies for sale.jpg
8901,rottewiler puppies  ,Dog,1635666705114_Rottewiler Puppies for sale for sale.jpg
8902,cockatiel birds ,Bird,1635666705430_Cockatiel Birds for sale.jpg
8903,discus red melon ,Fish,1635666705642_Discus Red Melon for sale.jpg
8904,parrot beak chicks ,Bird,1635666705832_Parrot Beak Chicks for sale.jpg
8905,belty pigeons ,Bird,1635666706025_Belty Pigeons for sale.jpg
8906,finches ,Bird,1635666706371_Finches for sale.jpg
8907,rottweiler ,Dog,1635666706553_ROTTWEILER for sale.jpg
8908,labrador puppies ,Dog,1635666706734_Labrador Puppies for sale.jpg
8909,shark cat fish ,Fish,1635666706904_Shark Cat Fish for sale.jpg
8910,shih tzu puppy ,Dog,1635666707086_Shih Tzu Puppy for sale.jpg
8911,carp fish ,Fish,1635666707273_Carp Fish for sale.jpg
8912,lion german shepherd puppies ,Dog,1635666707605_Lion German Shepherd Puppies for sale.jpg
8913,xxl american bully puppies ,Dog,1635666707789_XXL American Bully puppies for sale.jpg
8914,pigeons ,Bird,1635666708001_Pigeons for sale.jpg
8915,yala rooster (breeding purpose) ,Bird,1635666708327_Yala Rooster breeding Purpose for sale.jpg
8916,pigeons ,Bird,1635666708505_Pigeons for sale.jpg
8917,parrot beak rooster ,Bird,1635666708723_Parrot Beak Rooster for sale.jpg
8918,pug female puppies ,Dog,1635666708914_Pug Female Puppies for sale.jpg
8919,pigeons ,Bird,1635666709080_Pigeons for sale.jpg
8920,parrot beak rooster ,Bird,1635666709413_Parrot Beak Rooster for sale.jpg
8922,pigeon ,Bird,1635666710059_Pigeon for sale.jpg
8923,flowerhorn fish ,Fish,1635666710266_Flowerhorn Fish for sale.jpg
8924,pigeons ,Bird,1635666710588_Pigeons for sale.jpg
8925,tibetan terrier puppy ,Dog,1635666751303_Tibetan Terrier Puppy for sale.jpg
8927,rooster ,Bird,1635666751803_Rooster for sale.jpg
8929,jam gourami ,Fish,1635666752143_Jam Gourami for sale.jpg
8930,aseel rooster ,Bird,1635666752531_Aseel Rooster for sale.jpg
8931,puppies for kind homes ,Dog,1635666752712_Puppies for Kind Homes for sale.jpg
8932,arowana fish ,Fish,1635666752934_Arowana Fish for sale.jpg
8934,cockatiel with cage ,Bird,1635666753379_Cockatiel with Cage for sale.jpg
8935,german shepherd puppies ,Dog,1635666753551_German Shepherd Puppies for sale.jpg
8936,jokopiya pigeons ,Bird,1635666753752_Jokopiya Pigeons for sale.jpg
8937,koi carp fish ,Fish,1635666753936_Koi Carp Fish for sale.jpg
8938,koi fish ,Fish,1635666754109_Koi Fish for sale.jpg
8939,pomeranian female ,Dog,1635666754269_Pomeranian Female for sale.jpg
8940,labrador puppy ,Dog,1635666754419_Labrador puppy for sale.jpg
8941,german shepherd long coat puppy ,Dog,1635666754599_German Shepherd Long Coat Puppy for sale.jpg
8942,parrot beak long tail ,Bird,1635666754789_Parrot Beak Long Tail for sale.jpg
8943,black pakisthan pigeon ,Bird,1635666754959_Black Pakisthan Pigeon for sale.jpg
8944,labrador male dog ,Dog,1635666755134_Labrador Male Dog for sale.jpg
8945,terrier puppy ,Dog,1635666755318_Terrier Puppy for sale.jpg
8946,terrier female dog ,Dog,1635666755457_Terrier Female Dog for sale.jpg
8947,red eye lovebirds ,Bird,1635666755634_Red Eye Lovebirds for sale.jpg
8948,shih tzu puppies ,Dog,1635666755936_Shih Tzu Puppies for sale.jpg
8949,timing pigeons ,Bird,1635666756088_Timing Pigeons for sale.jpg
8950,rottweiler puppies ,Dog,1635666773639_Rottweiler Puppies for sale.jpg
8951,lion pomeranian puppies ,Dog,1635666774293_Lion Pomeranian Puppies for sale.jpg
8952,german shepherd mix dog ,Dog,1635666774544_German Shepherd Mix Dog for sale.jpg
8954,belgian shepherd puppy ,Dog,1635666774922_Belgian Shepherd Puppy for sale.jpg
8955,cockatiel lutino breading pair ,Bird,1635666775105_cockatiel lutino breading pair for sale.jpg
8956,carp fish with tank cleaner ,Fish,1635666775334_Carp Fish with Tank cleaner for sale.jpg
8957,cichild parrot fish ,Fish,1635666775510_Cichild parrot fish for sale.jpg
8958,cocker spaniel puppies ,Dog,1635666775650_Cocker Spaniel Puppies for sale.jpg
8959,pigeons ,Bird,1635666775835_Pigeons for sale.jpg
8960,aseel chicks ,Bird,1635666776169_Aseel chicks for sale.jpg
8961,pigeons ,Bird,1635666776361_Pigeons for sale.jpg
8962,pigeons ,Bird,1635666776574_Pigeons for sale.jpg
8963,love birds ,Bird,1635666776748_Love Birds for sale.jpg
8965,aseel rooster ,Bird,1635666777077_Aseel Rooster for sale.jpg
8966,amarican bully female puppy ,Dog,1635666777249_Amarican Bully Female Puppy for sale.jpg
8967,cocktail birds ,Bird,1635666777438_Cocktail Birds for sale.jpg
8968,golden retriever puppies ,Dog,1635666777645_Golden Retriever Puppies for sale.jpg
8969,lion pomeranian puppy ,Dog,1635666777819_Lion Pomeranian Puppy for sale.jpg
8970,rabbits ,Rabbit,1635666778022_Rabbits for sale.jpg
8971,aseel rooster ,Bird,1635666778360_Aseel Rooster for sale.jpg
8972,aseel rooster ,Bird,1635666778520_Aseel Rooster for sale.jpg
8973,rabbits ,Rabbit,1635666778731_Rabbits for sale.jpg
8974,cocker spaniel male puppies ,Dog,1635666778910_Cocker Spaniel Male Puppies for sale.jpg
8975,pigeons ,Bird,1635666779071_Pigeons for sale.jpg
8977,doberman puppies ,Dog,1635666798299_Doberman Puppies for sale.jpg
8978,german shepherd long coat puppy ,Dog,1635666798453_German Shepherd Long Coat Puppy for sale.jpg
8979,giant gourami fish ,Fish,1635666798642_Giant Gourami Fish for sale.jpg
8980,normal pigeons ,Bird,1635666798822_Normal Pigeons for sale.jpg
8981,tibetan terrier dog ,Dog,1635666799116_Tibetan Terrier Dog for sale.jpg
8982,labrador puppies (female) ,Dog,1635666799400_Labrador Puppies Female for sale.jpg
8983,golden retriever puppy ,Dog,1635666799567_Golden Retriever Puppy for sale.jpg
8984,mezz pigeons ,Bird,1635666799726_Mezz Pigeons for sale.jpg
8986,german shepherd puppy (long coat) ,Dog,1635666800316_German Shepherd Puppy long coat for sale.jpg
8987,pigeons ,Bird,1635666800488_Pigeons for sale.jpg
8988,german shepherd long coat puppies ,Dog,1635666800643_German Shepherd Long Coat Puppies for sale.jpg
8989,terrier puppys ,Dog,1635666800815_Terrier Puppys for sale.jpg
8990,koi fish with cat ,Fish,1635666801195_Koi Fish with Cat for sale.jpg
8991,pigeons ,Bird,1635666801369_Pigeons for sale.jpg
8992,rabbits ,Rabbit,1635666801564_Rabbits for sale.jpg
8994,betta fish ,Fish,1635666801875_Betta Fish for sale.jpg
8996,love birds ,Bird,1635666802213_Love Birds for sale.jpg
8997,pomeranian puppies ,Dog,1635666802373_pomeranian puppies for sale.jpg
8998,homer pigeons ,Bird,1635666802580_Homer Pigeons for sale.jpg
8999,shamo rooster ,Bird,1635666802949_Shamo Rooster for sale.jpg
9000,rottweiler puppies ,Dog,1635666842316_Rottweiler Puppies for sale.jpg
9003,racing homer pigeons ,Bird,1635666843027_Racing Homer Pigeons for sale.jpg
9004,giant gurami fish ,Fish,1635666843157_Giant Gurami Fish for sale.jpg
9005,timing pigeons ,Bird,1635666843612_Timing Pigeons for sale.jpg
9006,java birds ,Bird,1635666843899_Java Birds for sale.jpg
9007,pomeranian ,Dog,1635666844069_Pomeranian for sale.jpg
9008,finchas ,Bird,1635666844265_Finchas for sale.jpg
9009,african love birds ,Bird,1635666844571_African Love Birds for sale.jpg
9010,jerman shepherd female puppy ,Dog,1635666844726_Jerman Shepherd Female Puppy for sale.jpg
9011,labrador retriever puppy ,Dog,1635666844907_Labrador Retriever Puppy for sale.jpg
9012,american pitbull dog ,Dog,1635666845046_American Pitbull Dog for sale.jpg
9013,fighter ,Fish,1635666845253_Fighter for sale.jpg
9014,rabbits ,Rabbit,1635666845581_Rabbits for sale.jpg
9015,african dv ,Bird,1635666845754_African Dv for sale.jpg
9016,cocker spaniel puppies ,Dog,1635666845925_Cocker Spaniel Puppies for sale.jpg
9017,cocker spaniel puppies ,Dog,1635666846152_Cocker Spaniel Puppies for sale.jpg
9019,carps koi cross ,Fish,1635666846487_Carps Koi Cross for sale.jpg
9021,german shepherd puppy ,Dog,1635666846817_German Shepherd Puppy for sale.jpg
9022,german shepherd female puppy ,Dog,1635666846991_German Shepherd Female Puppy for sale.jpg
9023,american bully xl male ,Dog,1635666847170_American Bully XL Male for sale.jpg
9024,lion pomeranian puppies ,Dog,1635666847333_Lion Pomeranian Puppies for sale.jpg
9025,oeg male bird ,Bird,1635666877357_oeg male bird for sale.jpg
9026,rabbits for kind home ,Rabbit,1635666877537_Rabbits for Kind Home for sale.jpg
9027,german shepherd puppies ,Dog,1635666877852_German Shepherd Puppies for sale.jpg
9028,arawana fish ,Fish,1635666878132_Arawana Fish for sale.jpg
9030,eclectus parrot breeding pair ,Bird,1635666878531_Eclectus Parrot Breeding Pair for sale.jpg
9031,oscar fish ,Fish,1635666878716_Oscar Fish for sale.jpg
9032,dachshund puppies ,Dog,1635666879131_Dachshund Puppies for sale.jpg
9033,german shepherd puppy ,Dog,1635666879302_German Shepherd Puppy for sale.jpg
9034,ridgeback cross puppy ,Dog,1635666879529_Ridgeback Cross Puppy for sale.jpg
9037,rottweiler puppies ,Dog,1635666880188_Rottweiler Puppies for sale.jpg
9038,rottweiler puppy ,Dog,1635666880606_Rottweiler Puppy for sale.jpg
9039,gurami fish ,Fish,1635666880774_Gurami Fish for sale.jpg
9040,lion pomeranian puppy ,Dog,1635666881077_Lion Pomeranian Puppy for sale.jpg
9042,lion shepherd dog ,Dog,1635666881443_Lion Shepherd Dog for sale.jpg
9043,pigeons ,Bird,1635666881628_Pigeons for sale.jpg
9044,shamo rooster ,Bird,1635666881939_Shamo Rooster for sale.jpg
9045,aseel rooster ,Bird,1635666882109_Aseel Rooster for sale.jpg
9046,lion pomeranian puppy ,Dog,1635666944690_Lion Pomeranian Puppy for sale.jpg
9048,german shepherd puppy ,Dog,1635666945178_German Shepherd Puppy for sale.jpg
9049,shih tzu puppy ,Dog,1635666945686_Shih Tzu Puppy for sale.jpg
9050,german shepherd dog ,Dog,1635666945840_German Shepherd Dog for sale.jpg
9052,shih tzu puppies ,Dog,1635666946450_Shih Tzu Puppies for sale.jpg
9054,cocktail breeding pair ,Bird,1635666946990_Cocktail Breeding Pair for sale.jpg
9055,long tail rooster ,Bird,1635666947169_Long Tail Rooster for sale.jpg
9056,pigeons ,Bird,1635666947494_Pigeons for sale.jpg
9057,black pakistan pigeons 5 ,Bird,1635666947697_Black Pakistan Pigeons 5 for sale.jpg
9058,pigeons ,Bird,1635666948046_Pigeons for sale.jpg
9059,rhodesian ridgeback puppies ,Dog,1635666948428_Rhodesian Ridgeback Puppies for sale.jpg
9060,labrador puppy ,Dog,1635666948602_Labrador Puppy for sale.jpg
9062,dachshund puppies ,Dog,1635666948932_Dachshund Puppies for sale.jpg
9063,rabbits ,Rabbit,1635666949087_Rabbits for sale.jpg
9064,jam gurami fish ,Fish,1635666949404_Jam Gurami Fish for sale.jpg
9065,rabbits ,Rabbit,1635667033619_Rabbits for sale.jpg
9067,dachshund puppies ,Dog,1635667034071_Dachshund puppies for sale.jpg
9069,lion german shepard puppies ,Dog,1635667034436_Lion German Shepard Puppies for sale.jpg
9070,labrador dog ,Dog,1635667034587_Labrador Dog for sale.jpg
9071,greatdane female puppies ,Dog,1635667034760_Greatdane Female puppies for sale.jpg
9072,gurami fishes ,Fish,1635667035071_Gurami Fishes for sale.jpg
9073,carp fish ,Fish,1635667035233_Carp Fish for sale.jpg
9074,sunset yello neon silver ,Fish,1635667035636_Sunset Yello Neon Silver for sale.jpg
9075,pigeons ,Bird,1635667035804_Pigeons for sale.jpg
9076,rottweiler puppies ,Dog,1635667035979_Rottweiler Puppies for sale.jpg
9077,flowerhorn fish ,Fish,1635667036175_Flowerhorn Fish for sale.jpg
9078,velladiyan rooster ,Bird,1635667036452_Velladiyan Rooster for sale.jpg
9079,german shepherd puppies ,Dog,1635667036606_German Shepherd Puppies for sale.jpg
9080,ridgeback dog ,Dog,1635667036751_Ridgeback Dog for sale.jpg
9081,shih tzu- terrier puppies ( tri colour) ,Dog,1635667036929_Shih Tzu Terrier puppies  Tri colour for sale.jpg
9082,timing pigeon ,Bird,1635667037665_Timing Pigeon for sale.jpg
9083,dachshund puppy ,Dog,1635667037795_Dachshund puppy for sale.jpg
9084,birds with cage ,Bird,1635667037968_Birds with Cage for sale.jpg
9085,dashound female dog ,Dog,1635667038255_Dashound Female Dog for sale.jpg
9086,lion shepherd puppy ,Dog,1635667038545_Lion Shepherd Puppy for sale.jpg
9087,pug puppy ,Dog,1635667038828_Pug Puppy for sale.jpg
9088,german shepherd long coat dog ,Dog,1635667039119_German Shepherd Long Coat Dog for sale.jpg
9089,pigeons ,Bird,1635667062502_Pigeons for sale.jpg
9090,discus fish ,Fish,1635667062663_Discus Fish for sale.jpg
9091,shitzu male puppy ,Dog,1635667063244_Shitzu Male Puppy for sale.jpg
9092,chinese boots pigeons ,Bird,1635667063412_Chinese Boots Pigeons for sale.jpg
9093,shih tzu puppy ,Dog,1635667084721_Shih Tzu Puppy for sale.jpg
9094,red tail catfish 1.5 feet ,Fish,1635667084890_Red Tail Catfish 15 Feet for sale.jpg
9096,cane corso imported puppies ,Dog,1635667085376_Cane Corso Imported Puppies for sale.jpg
9097,raising homar pigeon ,Bird,1635667085554_Raising Homar Pigeon for sale.jpg
9098,german shepherd ,Dog,1635667085846_German shepherd for sale.jpg
9099,labrador puppies ,Dog,1635667086013_Labrador Puppies for sale.jpg
9100,lion shepherd puppies ,Dog,1635667086160_Lion Shepherd Puppies for sale.jpg
9101,flower horn fish ,Fish,1635667086322_Flower horn fish for sale.jpg
9102,pomeranian puppy ,Dog,1635667086547_Pomeranian puppy for sale.jpg
9103,betta fighter fish ,Fish,1635667086735_Betta Fighter Fish for sale.jpg
9104,german shepherd long coat puppies ,Dog,1635667086927_German Shepherd Long Coat Puppies for sale.jpg
9105,original quality loin pomeranian puppies ,Dog,1635667087256_Original quality Loin Pomeranian Puppies for sale.jpg
9107,golden retriever puppies ,Dog,1635667087704_Golden Retriever Puppies for sale.jpg
9108,flowerhorn ,Fish,1635667087903_Flowerhorn for sale.jpg
9110,pug puppies ,Dog,1635667088339_Pug Puppies for sale.jpg
9111,rottweiler puppies ,Dog,1635667088510_Rottweiler Puppies for sale.jpg
9112,rottweiler puppies ,Dog,1635667088679_Rottweiler Puppies for sale.jpg
9113,dachshund puppies ,Dog,1635667089020_Dachshund Puppies for sale.jpg
9114,malavi fish ,Fish,1635667110792_Malavi Fish for sale.jpg
9115,german shepherd puppies ,Dog,1635667110946_German Shepherd Puppies for sale.jpg
9117,german shepherd long coat puppies ,Dog,1635667132576_German Shepherd Long Coat Puppies for sale.jpg
9118,german shepherd long coat black ,Dog,1635667132768_German Shepherd Long Coat Black for sale.jpg
9119,love birds with cage ,Bird,1635667133125_Love Birds with Cage for sale.jpg
